text,label,0.5
"I think Roxas will not win. Geez, don't let Binay win. The rich will become richer. The poor will become poorer.",1,English
Kung ipapaliwanag lang kung san napunta ang Yolanda funds baka magbago pa ang isip ko at suportahan si Roxas pero Hindi eh kaya Du30 ako.,1,Filipino
Ipinapakita lang kung anong uri ng kandidato si Mar at Binay. Malinaw kung sino ang TOTOONG MAGSESERBISYO! https://t.co/USablrKAXv,0,Filipino
"Kung walang kwenta si binay, why people in makati still rooting for him?",0,English
VP Binay Mar Roxas trade barbs over Metro Manila’s traffic jams https://t.co/YCRctHpqB1,0,English
"naturingan pa naman na graduate ""daw"" ng wharton si mar roxas, pero parang mangmang sa mga ginagawa niya",1,Filipino
"Pag nanalo talga si Mar Roxas, I'm 100% sure na may dayaan na nangyari.",1,Filipino
"Binay: Marunong po ako manglaba, mamalengke, at mamlantsaDad: O edi mag-apply ka sa bahay namin kulang kami ng kasambahay???????????",0,Filipino
"Kainis. Sa lahat ng chika mo Binay lagi na lang ""alam niyo po, ako po..."" This is not about you po. #PiliPinasDebates2016",1,Filipino
Canadian Liberal Party: Justin Trudeau,English
Liberal Socialist (running under Democrats): Bernie Sanders,English
Partido Liberal: Mar Roxas,n/a
Sobrang mali.,1,n/a
"[NATION] Here's what Mar Roxas has to say about ""tanim-bala"" https://t.co/x6aU5jClze | via ABS-CBN News",0,English
@gmanews hindi magbabago ang suporta namin kay VP Binay #OnlyBinayNangabakIlocos,0,Filipino
"1 sinungaling, 1 bagito 2 masakitin na matanda, saan ako lalagay? Doon na sa sigurado #MarWithAPlan #RoxasRobredo https://t.co/iA8id5Pi8g",1,Filipino
Naki pag Boodle fight pa talaga si Binay sa lugar namin sa Camsur. Letse ka lumawas ka dyan. Dami mo NILOLOKONG TAO.,1,Filipino
@iamchrislao tapatan natin ang us with our own! only binay ?? #facepalm #paalamPH,1,English
"Tangina, wala naman sanang dayaan. Tanggapin mo na lang Mar Roxas na tabla ka kay Duterte pag siya nanalo -.-",1,Filipino
#FactCheck: VP Binay said he will not impeach the Ombudsman once he becomes president. But what does the record say? https://t.co/FKdONWGmAT,0,English
Only Binay ? ? ? ! Haha! Alam na this. TskTsk,1,English
"GALAWANG DESPERADO NA BA MAR ROXAS?! NASAAN YUNG TAPANG MO? MAKIKIPAGTULUNGAN KA PA KAY POE, GRABE YON! ?????? KAWAWA ??",1,n/a
"but wait, i need to say this!! SIPSIP si Binay, panira ng gabi amp!!",1,English
"At the end of the day, tayo ang may pinagsamahan. Hindi kayo ni Sen Poe, ni former Sec. Roxas, o ni VP Binay. Hindi sila one call away.",0,English
Poe camp fires back at Duterte,English
https://t.co/f2qI71rejM via @inquirerdotnet,0,n/a
"Di pa rin makamove on si Binay sa Makati. Remember, di ka na mayor non. Sana wag mo na ibida yang Makati mo kasi buong Pilipinas na hawak mo",1,Filipino
Nancy Binay mistaken for a maid by politiko. Here's how she reacted - Politiko https://t.co/bggBOEgwBs,0,English
Walang atrasan sa laban for Poe. So lousy of #Roxas2016 to think that #poe  will give way to Mar https://t.co/735n1m24zP,1,English
"What enrages netizens:Poe's praying pics, Poejuangco ??Binay's 16B stolen funds ??Duterte's murders, womanizing ??Mar's comics ????????????Fun.",1,English
"Ano daw nangyari sa MMK??? sorry di ko pinanood kasi sabi ng standard bearer nila eh ""walang drama."" #NoToMarRoxas #NoVote4LiberalParty",1,English
@_Stephynie nagcacamouflage ang ash sa kanya te. Binay lang ang peg,1,Filipino
Friday the 13th : Sinabi ko sa mga mamang especially Kay Nancy binay Kung sino crush ko ?????????????? @Betchaaaaaaaaay  #RedenDiary,0,Filipino
Roxas and Aquino Administration are now desperate to bring Duterte down. Pero di po kayo mananalo. :P,1,English
"@attyvera Kung si noynoy ay si boy sisi. Pano pa pag si mar roxas na upo ""Bahala kayo sa buhay nyo"". #boywalampake #stupid",1,Filipino
"Ang issue masyado ni Binay kay Poe. Sa totoo lang, choice niya naman talaga yun noon. Tsk. #PiliPinasDebates2016",1,Filipino
Uling! Minsan pangatong madalas si binay,English
#nognoghambog Hahahaha??,1,n/a
Retweeted Elections 2016 (@PHVote):,English
VP Binay officially launching his presidential campaign at Welfareville... https://t.co/uOwAl1Jufb,0,English
Napanaginipan ko na si Binay ??,0,n/a
"Report: Mayor Duterte says presidential run ‘now on the table’.VP Binay: My presidential run is ""under the table"". https://t.co/ktDLIInutI",0,English
Hindi na tayo muling mag hihirap pa dahil susugpuin na ito ni VP BINAY! ,Filipino
Only B1NAY,n/a
#OnlyBinayWinner,0,English
"Poe: ayaw natin ng gobernong manhid, mga batang ginagapang ang kanilang edukasyon. #PiliPinasDebates2016",0,Filipino
#UNTVRepaso2015 CA dismisses Junjun Binay’s petition against Ombudsman suspension order [2-11-2015] [NY-A1830],0,English
why is no one talking about binay?,0,English
Grabe naman sila kay #Binay... Skin color is never the issue ???????? wag sana racist https://t.co/q9fYzlEzED,0,English
Ayan may Presidentiables and Vice Presidentiables na magaganap.. go go go @senmiriam @MiriamLines @MarengMiriam ilampaso si Binay at Roxas.??,0,n/a
I don't know why but I feel irritated with the BINAY ad. ??,1,English
JUST IN - LP standard bearer Mar Roxas to issue a statement Tuesday. His spokesman Barry Gutierrez declined to elaborate @PhilippineStar,0,English
Yung anak ni Binay pang no choice na at mag-uumaga na. Talo talo na teh! Bwahahaha,0,Filipino
6. Abigail Binay,n/a
7. Derpcon 2.0,n/a
8. SecondChanceFor CHARLHONE,n/a
9. LOISHUA MusicAndLyrics,n/a
10. Gone Girl,n/a
2015/9/18 01:54 PHT,0,n/a
"Dutertards, yellowtards, BINAYaran, (di ko alam kay poe). Enough bickering pls XD just look at their achievements and choose one XD",0,English
Si Binay kaya siguro naalis sa pwesto kasi baka hindi siya makita dun . Bigyan ng maraming ilaw ????,Filipino
#PiliPinasDebates2016,1,n/a
@princeangelo111 pakyu sila hahaha kahit may roxas nalang wag duterte,1,English
"@dawende Grace says ""NO"" to Dictatorship and ELITE SUPPRESSION. Wag kami.. #POE2016",1,English
Results from Southern Luzon coming in. It looks split between the Liberal Party and the Poe campaign. Explains Robredo's numbers. #PHVote,0,English
Si Binay nagconceed na ba? ??,n/a
#Duterte2016 #TatayDigong,1,n/a
"Here's Grace Poe's response to Mar Roxas: ""Anytime pwede namang mag-usap, pero sa puntong ito, ano pa ba ang pag-uusapan natin?"" #HuwagPoe",1,Filipino
Dear #Binay:the most shocking thing about Makati Corruption is the fact that you didn't shield your own son from the temptations! Shame on u,1,English
"RT @jicobanana: ""liars go to hell"" wag mag taka kung bakit sunog si binay :)",1,Filipino
"Crowd cheers when Binay says: ""Ang aming mga senior citizen sa Makati libre pedicure at manicure, libre sine, wag lang magsama ng di asawa""",0,Filipino
"Here's for the ""Only Binay"" thingy ????????????????????",0,English
UNA confirms first 11 senatorial bets of Binay http://t.co/c95DyXlmfk #PHVote http://t.co/R1cGxU0OY8,0,n/a
RT @shanedessa: Hindi isang Mar Roxas ang makakapigil sakin para suportahan ka. Tandaan mo yan. @imdanielpadilla ?? #tamis #KNtard https://t…,1,Filipino
"Jusko naman, Mar Roxas. Lahat na lang ba? Desperado ka na ba? | Maranaw leader slams Roxas title as ‘datu’  https://t.co/fdO7jd3pvh",1,Filipino
"Debates SummaryMagaling magsalita: Poe, RoxasMatapang: Defensor-Santiago, DuterteNognog, Pandak, Laki sa hirap: Binay",0,Filipino
"""@jiowho: Binay is just part of a more complex and rotten political system. Let's not forget that.""",1,English
Maano ka binay enoh. #NogNogHambog,1,n/a
@april_410 hindi ko kasi nakikita may ads si duterte lagi kasi pinakita si binay and mar lang #VoteKathrynFPP #KCA,0,English
Jusko po Duterte manahimik kana lang masyado kanang papansin! Napaghahalatang pabor ka kay Binay! ??????,1,Filipino
Ayan na ang question about West Philippine Sea dispute against China. And Grace Poe's answer be like... #PiliPinasDebates2016,0,English
pak u mar roxas! Nakaka inis yang ad mo. Pak u ulit ??????????,1,n/a
why tf is abs-cbn reporting about binay tho,1,English
That comment of Mar Roxas about Laglag-bala issue. -.- Seryoso ba siya. Sir naman,1,English
Kung makapag bashed sila kay binay! tsk,0,Filipino
"Ang pera ay itutulong nya sa mahihirap hindi ibubulsa o ibabangko yan! Binay pa, may malasakit yan.#OnlyBinayPriority4Ps",0,Filipino
"Binay, Poe, Roxas to face PHL’s largest business group - Read: https://t.co/ZcDVX9MT3t #BeFullyInformed",0,English
"There's a big chance that Poe will win the presidency. But not yet, Duterte hits the top. Let's wait for our church mandate.",0,English
"In a night of punch lines, VP Binay had one of his own to throw but didn't… https://t.co/u3HN3uH6FT #Quezon #news",0,English
"WHAT IFPRESIDENT: RODY DUTERTEVICE PRESIDENT: BB MARCOSCLEANERS: ROXAS, BINAY, ALMA MORENOCLASS ADVISER: M1R1AM DEFENSOR SANTIAGO",0,n/a
"#BREAKINGNEWSNOW:Mar Roxas calling on Grace Poe to talk. ""This is for unity. Mag-usap tayo"" (via @iamkarendavila) #OnlyInThePhilippines",0,English
Si VP BInay ang solusyon sa kahirapan #OnlyBinayPriority4Ps,0,Filipino
Naiirita ako sa commercial ni Mar Roxas!!! ????,1,Filipino
"You know why Binay is no longer bashed in his ""outreach"" kyeme?Pinangatawanan na nya pagiging trapo nya eh. Hindi nagmamalinis.",1,English
I'm long time ready! #RoxasRobredo  https://t.co/LOAKjpAB5b,0,English
Kapag talaga naririnig ko mga ads ni Mar Roxas naiinas ako ??,1,Filipino
"With his enormous track records,,,  BINAY is the most qualified to be the next president..!!!",0,English
Galing talaga mag-acting ni Jojo Binay :&gt;,0,English
"Toni: anong katangian nyo kung kaya't kayo ang karapat dapat maging big winner?Binay: Nognog, pandak, at laki sa hirap?? #PBBTheBigWeekend",0,Filipino
"Porket walang pambili ng pagkain, nognog na agad? Nandamay ka pa, Binay.",1,Filipino
Puñeta yung commercial ni Binay nakakainit pa rin ng ulo. ??,1,Filipino
"Noong Oktubre, tinanggal ng Ombudsman sa pwesto si Makati City Mayor Junjun Binay dahil sa mga katiwalian sa Makati.#UNTVRepaso2015",0,Filipino
Tang inang mga Binay AD yan ...,1,Filipino
mamatay na bumoto kay mar roxas!!!!,1,n/a
"Sa mga Botante, tignan nyo yung mga balota nyo maigi. May kumakalat na magkadikit pangalan ni Duterte at Roxas. Baka mapunta kay Roxas boto.",1,Filipino
Daw high blood si Mar Roxas ba??,0,English
why the fvck Mar Roxas?! This is an inappropriate move. You are just insulting those untitled datu's. Kelan ka pa napasahan ng royal blood?!,1,English
TV Ad palang ni Binay hindi na kapanipaniwala,1,Filipino
VP Binay welcomes new Pulse Asia survey results; to work harder despite gains | via @jv_arcena,0,English
PUTANGINA DUTERTE LEADING THE RACE WITH 88 THOUSAND VOTES ROXAS 60 THOUSAND VOTES,0,n/a
"VP Jejomar Binay, Sen. Grace Poe already inside the debate venue. #PiliPinasDebates2016 via @kaeceealvarez",0,English
Si Duterte at Santiago lang please. Wag si Poe at Mar. Utang na loob. #PiliPinasDebates2016,1,n/a
"It's not just Mar's camp that has cheaters. May I remind you of Binay, Poe and Duterte too? Not enough info on Miriam's.",1,English
(TV PATROL) as of 7:18pm,English
DUTERTE: 7.7 Million,n/a
POE: 4.4 Million,English
ROXAS: 4.2 Million,n/a
BINAY: 2.6 Million,English
SANTIAGO: 821K,n/a
SEÑERES: 11K,0,n/a
@BilangPilipino mron po dto pandaraya c DU30 at marcos ang binoto ni Manong kso ang lumbas s resibo nya c mar roxas at robredo ang lumbas,1,Filipino
"Sinong mas pabebe, MAR ROXAS O DUTERTE? ??",0,n/a
"@Jsnbrrg pag si mar roxas naman, mapupunta ka sa tuwid na daan, pero di mo alam kung papunta saan. ?? oha ryhme!!! hahaha",1,n/a
"KAKAMPI MO ANG BATAS.SYNDICATED, FILIPINO. 30 MARCH 2016 Bakit di pinili ni Erap sina Mar at Binay (see https://t.co/I2o2fRK5bb   )",0,n/a
#Binay: Walang Kurakutan! #MARamingTrabaho https://t.co/uJWwEcmCTH,0,English
Puro si binay nakikita ko sa nf ko ????,0,Filipino
"We are not standing for Duterte, we are standing for the TRUTH and our FUTURE. Duterte is the solution.#NoToRoxas #AyawSaDILAW  #Duterte",1,English
"Mar, Binay, Poe tigilan niyo na ang paggamit sa taong gutom.Hindi porket mahirap pwedeniyo n paglaruan ang buhay. https://t.co/i0B2isZCvt",1,Filipino
"MDS: if not me, ider DUTERTE or ROXAS",0,n/a
Trend Alert: 'Mar Roxas'. More trends at https://t.co/dRwxiUtCOV #trndnl https://t.co/u8k8fq9auO,0,English
You missed ? Binay though has a higher figure representing SMALL or NO TRUST compared to PNoy @iamkarendavila  https://t.co/v5lv9dg4RR,0,English
@corramrtnz @naiabananaaa nakarinig ako ng naguusap nung dinadial ko si binay may papatayin daw ng exactong 11:15 charr,0,Filipino
"ito si binaysi binay ay nognog, pandak,  at laki sa hirapsi binay ay magnanakawhuwag natin siyang tularan https://t.co/vFskC4Vfg3",1,Filipino
@nolskie2001  so binay is standing on the beach waiting for the sea to part. Until they put the cuffs on him,0,English
"Mayor Junjun Binay: im leaving cityhall while waiting for CA t resolve.ayoko nang may masaktan ulit."" Tglan mo kmi s mga hugot lines m ah! ?",1,English
Nung si tado niloko ka nagalit ka. Eh dba nagpapasaya lang naman sya tulad ng sinasbi mo nung niloko mo sina binay at soho?,0,Filipino
"""Walang pulitika, tumutulong lamang"", depensa ng kampo ni Roxas at Binay tungkol sa pagbisita sa mga biktima ng bagyong Lando. (C)",0,Filipino
"VIDEO, TALE OF 2 DATA SETS | NEDA cites recovery in E. Visayas, Binay says stats show 2M more poor https://t.co/LM4BOC3aIA | via News 5",0,English
Dear. Mar Roxas!,English
Alam mo kung ayaw na ng TAO sau. Wag mo na ipagpilitan ayw na sau tanggapin mo nlng. Pls  utang na loob,Filipino
#DuterteTillTheEnd,1,n/a
@chitomirandajr dami nambabash kay gloc. Haiy naku! Panu po kaya kung si binay ang binoto nyo? Bat ganun ang mga tao di marunong rumespeto,1,Filipino
"Mar Roxas: ""This is a fight worth fighting, this is the good fight! Tuloy ang laban! Ipanalo na natin ito!"" ???????? https://t.co/imxKlTFpSg",0,English
May mahihirap pa rin sa Makati. May mahihirap sa lahat ng panig. #Binay #Halalan2016 https://t.co/cVLb2lgqvE,0,Filipino
Trillanes is going to jail because of a case filed by Binay. Nauna pa siya,0,English
4p's to 5p's?! Ulul. Wag kami Binay. ????,1,English
"Ongoing: VP Binay keynotes K to 12 symposium in Hinunangan, Southern Leyte. https://t.co/ksDQWEfyt7",0,n/a
Eh pg si binay? Puta ninakawan yung mga taga makati city. Boom,1,Filipino
Honasan belies crowd at Sinulog booed Binay https://t.co/zO64OODkbY,0,English
NABEABEAST MODE NA AKO SA COMMERCIALS NI MAR ROXAS POTA. SARAP PATAYIN NG TV. ??????,1,n/a
Binay kung nognog ka wag mo kami idamay uy,1,Filipino
#Election2016 Sana si Mar Roxas ang Presidente..#YesToMar,0,Filipino
@PhilstarNews walang magsasawa patuloy lang lagiii tayo kay VP #OnlyBinayInMakatiSanKaPa ,Filipino
Ang Pagbabalik Binay In Makati,0,Filipino
Sana bumalik yung bagyong Yolanda pero dun lang sya mananalasa sa bahay ni Mar Roxas at HQ ng Liberal Party. #SorryNotSorry,0,Filipino
"ayaw pa din magConcede ni Binay no? parang ikaw sakanya, Umaasa ka pa din na may mababago kahit Wala naman na talaga..",0,Filipino
There would be a People Power if Mar Roxas will win. #DayaangDILAW,1,English
"My goodness, Mar Roxas! Such a desperate move! Very wrong.Roxas to Poe?",1,English
[Admin:] Mayor Guia to Mar Roxas: You transcended party lines and prioritized the lives of the needy. https://t.co/jwie0f0ezv,0,English
"RT @Watdahel_Marcel: Rejected copy ng Binay campaign ad:""Nognog,pandak,'yan si Binay.""",0,English
"Karen, 'pag sumabog na sa mukha ni Mar Roxas ang black prop na ito, pakisabi kay Korina na bantayan ang asawa... https://t.co/Fy61RhZWaV",1,Filipino
@v_vangogh Poe doesn't want Binay to beat her by the number of actors in slate,0,English
Thanks CNN Philippines for the blow by blow report re Mar Roxas seeks alliance to Poe vs. Duterte. — watching CNN Philippines,0,English
Victim blaming na naman? Is it so difficult for Mar Roxas to imagine that most of those affected by #tanimbala... https://t.co/b54SBwyGJw,1,English
@asodisendee1 Grabe sya oh ??. Haters ka rin ni Binay ????. XD,0,n/a
"Mar Roxas: Tuloy ang 4P's, tuloy ang pension ng mga Senior Citizens, tuloy ang programa sa mga kabataan @dzrhnews https://t.co/Rv4v5T3dxG",0,Filipino
@tagasalog Sama-sama na sila under UNA. Nag-oath na sila kay Binay. Hehe. #dynastygalore @mrsunlawyer,1,Filipino
Naging binay yung kikiam at squidball na niluto ko ???????? https://t.co/bfJzXif9mr,1,n/a
Heres my take,English
I dont think Duterte would win,English
I dont think Poe wouldbe allowed to run,English
Im afraid Binay would win,English
Im certain Roxas wouldn't win,0,English
They are for Mar Roxas and Leni Robredo! #WeAreForMar https://t.co/JOSB2au06i,0,English
"@graphicaIs Miriam is biased? She also criticized Roxas and Poe. Why is it that anyone who criticizes Duterte is ""biased""?",0,English
"Said it before. I'll be happy if #GracePoe wins. Not my first choice but a good alternative. Smart, coherent and sound.#PiliPinasDebates2016",0,English
Pinagsasabe mo Mar Roxas!! #PilipinasDebates2016,0,Filipino
Bakit wala ata yung binay dynasty dito sa book? ??,1,Filipino
"Oo kay Mayor ako sumuporta pero nalungkot ako dahil mas mataas pa si Poe, Roxas at Binay kay Sen.Miriam ?? Sorry Sen.Miriam! ??",0,Filipino
@ErnaCabarrubias @LanceNalo @bloodychellee @DupliKatee or binay catches us,0,n/a
NKKLK ang hinimatay ang abogado ni Binay habang nag-eexplain ng SALN. Paano? Hirap ba?,1,Filipino
MaDUMMY siyang na-corrupt! Pero mas madami tayong di na magpapaloko sa mga Binay! Let's volt in!!! #NoToBinay ???? https://t.co/nhvA9l8nqJ,1,Filipino
"RT @trevorisgood: PANIRA KA, BINAY",1,n/a
