text,hate label,language label,0.5,0.6,0.7,0.8,0.9
PACQUIAO is supported by BINAY! icompare ba naman ang LGBT sa HAYOP? WAG IBOTO ANG MAPANGHUSGA #PrayForMannyPacquiao https://t.co/Okmt2bB8XY,1,Filipino,English,English,English,English,English
"sabi ni Mar Roxas, trabaho lang daw, wala syang drama. aba, eh WALA KA RIN NAMANG BOTO! hehe. #ABSCBNFAIL",1,Filipino,English,English,English,English,English
"@marjsilvestre_ @BalteDiana Balte! Kahit na anak ka ni Binay, di ako papatalo! Isang tusok lang yan ng baba ko XD",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Cruz beats Trump, Binay’s plunder case, Japan’s robot farm | 6PM wRap https://t.co/kFyFjqHoMA",0,English,n/a,n/a,n/a,n/a,n/a
kainis ad ng mga binay,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Mar Roxas To Tacloban Survivors: Bahala kayo sa Buhay Nyo!,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
RT @inquirerdotnet: Investors wary of a Binay win–EIU https://t.co/o6P3l1rYpE | @InquirerBiz #VotePH2016 https://t.co/solo2p27ZB,1,English,English,English,n/a,n/a,n/a
Saw a solid roro supporter sharing a petition for poe to withdraw. What are these people hiding that they are afraid of duterte??,0,English,English,English,English,English,English
@pnppro1 @PNPLUPPO Area security to the vicinity of Diego Silang Center during the visit of VP Binay and company https://t.co/HQL8fUp09J,0,English,English,English,English,English,English
"As of 6PM, Duterte leads with 1.3M, Poe follows at 700K. #PiliPinas2016 #PHVote",0,English,English,English,English,English,n/a
Alan Cayetano not buying Binay’s defense https://t.co/8WLUFIFehc via @inquirerdotnet,0,English,English,n/a,n/a,n/a,n/a
"PPCRV Presidential candidate results: (PARTIAL) as of 10:56 p.m.
1 - DUTERTE- 12,606,829
2 - ROXAS-7,290,234
3 -... https://t.co/ydv56cCuDv",0,English,English,n/a,n/a,n/a,n/a
"THE STANDARD: UPDATE: Jejomar Binay, Mar Roxas and Roy Seneres promise to participate in Comelec’s presidential debates.",0,English,English,English,English,n/a,n/a
VP Binay attends 65th anniversary of BSP-Batangas | via @jv_arcena https://t.co/NK74gFPdpT,0,English,English,English,n/a,n/a,n/a
Mar: May Sindikato pero nung una wala daw Yung totoo Mar Roxas? sariling interest lang talaga alam mo Perfume pa!,1,Filipino,n/a,n/a,n/a,n/a,n/a
"@_crazyphil @misnomered yung naunang apat, wala na ako aasahan. Lalo kina Binay at Roxas.",0,Filipino,n/a,n/a,n/a,n/a,n/a
"Go for the win Mar,Poe(if they cheated)
Go for the win Duterte, Miriam (if not cheated) #Election2016",1,English,English,English,English,English,n/a
Poe camp fires back at Duterte https://t.co/WGZSKnMvw2 | @Team_Inquirer #VotePH2016 https://t.co/hvGspGBObY,0,English,English,English,n/a,n/a,n/a
Nakakatakot pag si Duterte nanalo baka mamaya panay ang mura niya. Hindi malabong murahin lang din ako ng mga estudyante ko.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Binay camp sees ‘moral victory’ in SC decision https://t.co/xiNM4hdwAW | via INQUIRER,0,English,English,English,n/a,n/a,n/a
Meron pa pala talagang boboto kay mar at binay noh? Seryoso? Wew.,1,Filipino,English,English,English,English,English
"Napanuod ko advertisment ni Mar Roxas, gusto ko ng ilipat yung channel, ugh nakakaburyo.",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Tulad ng sinabi ni sum1, MAR ROXAS  is a pretentious leader and everyone sees that now -- very clearly. 
#AyawSaDILAW",1,English,English,English,English,English,English
"""If Binay-Cayetano, hindi ko alam kung saan ang 100 days ko.""  -Sen. Alan Cayetano #AKTIBOTO #DuterteCayetanoinUST",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
#PiliPinasDebates2016 #halalan2016,0,English,n/a,n/a,n/a,n/a,n/a
"Tulfo, devoted to Duterte for obvious reasons, bets Binay won't be at last debate. https://t.co/tIE6ISD6kn",0,English,English,English,English,English,n/a
"Mayor Guia Gomez to Mar Roxas: ""You will have my full support"" @UNTVLife",0,English,English,English,English,English,English
"Remembering #YolandaPH victims and survivors. Likewise, I won't forget Mar Roxas and PNoy, on how you treated Leyteños #Yolanda2YearsOn",0,English,English,English,English,English,n/a
Ay puta ! Humahabol si Mar Roxas ! Nooooo!,1,Filipino,n/a,n/a,n/a,n/a,n/a
"Latest refresh of Unofficial and Partial Votes:
Duterte went up 166,050 votes.
Roxas went up 127,149 votes.
#DU30 #DU31 #HalalanREsults",0,English,English,English,English,English,n/a
I already said my piece yesterday. Let's not mislead the public: only the Filipino people can decide #POE2016 https://t.co/qfipiob9mS,0,English,English,English,English,English,English
MAR ROXAS Pilipinas Debate 2016 Opening Statement: https://t.co/nyoYIQ6s9F via @YouTube,0,English,n/a,n/a,n/a,n/a,n/a
@ScevenDCN made my night ?? thankyou sa fback binay iloveyou,0,English,n/a,n/a,n/a,n/a,n/a
Buti pa si binay????,0,Filipino,n/a,n/a,n/a,n/a,n/a
Bakit puro ad misericordiam and political ads ni Binay? Hu hu Mas maganda pa panuorin ang micronutrient deficiency ad ng bearbrand! ????,1,Filipino,English,English,English,English,English
"Para kang si Binay. Wala namang binatbat, puro lang hangin sa katawan. #NogNogHambog",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"PrintCon 2015: ABC President and CEO, Josephine Reyes and SVP Frederick Alegre with Sen. Nancy Binay https://t.co/CWoNqUWWn2",0,English,English,English,English,English,n/a
"@News5E @MartinAndanar walang katotohanan ang mga bintang ky VP Binay, gawa-gawa lng yn. #OnlyBinayNangabakIlocos",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Calling Mar Roxas ""bobo"" when he has achieved and done greater things than most of us. Show a little bit of respect please :)",1,English,English,English,English,English,English
#OnlyBinayZambales ????  https://t.co/DYmzux5o2Y,0,English,n/a,n/a,n/a,n/a,n/a
Si Binay nagfifeeling na Pia Wurtzbach for ~drama~. Lakad nang lakad. #PiliPinasDebates2016,1,Filipino,English,English,English,English,English
PH VOTE DUTERTE #Election2016,1,English,n/a,n/a,n/a,n/a,n/a
Humahabol na sina Mar and Leni #OrasNaRoxasNa #LabanLeni #DaangMatuwid,0,Filipino,n/a,n/a,n/a,n/a,n/a
@ABSCBNNews Oh hindi ba si MAR ROXAS dati may hawak ng departamento namamahala sa transportation ? ni hindi nya naaus yan PILIPINAS PA KAYA!,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"RT @heswicked: ""nognog
pandak
laki sa hirap...""

*whispers to u*

""only binay... only binay..."" 

#OnlyBinay https://t.co/iQE0fLQvn9",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Isa pang tv ad ni Binay. ??,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Paolo Roxas delivering his speech at LP's miting de avance #Eleksyon2016 via @luisitosantos03 @dzbb https://t.co/qP4f2tNCgT,0,English,English,English,English,n/a,n/a
"To Mar supporters, your thoughts pls on viral videos spreading on final PCOS test which shows Roxas instead of Duterte? Coincidence lahat?",1,English,English,English,English,English,n/a
"@InaAndolong @4Duterte @cnnphilippines Binay, an ""independent commission"" to waste taxpayers money on? Let the Sandigan/DOJ do its job idiot",1,English,English,English,English,n/a,n/a
"Natawa ako sa news abt BINAY!https://t.co/tTsbPrmMRn nya w/""kana""chix 2.Q kng pano nya sinulot ang VP position?3.P-NAY na raw if ever",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Nawawala si Kuya Binay! Di ko masearch!,0,Filipino,English,English,English,English,English
Bakit yung mukha ni Binay di pa dinedeclare na carcinogen? Inuna niyo pa ang bacon!,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"#TV5AksyonsaTanghali | VP Binay, bumaba ang lamang kontra ibang kandidato sa bagong SWS survey https://t.co/BaQMt4Z60S",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
@pattriciaacruz still waiting for Duterte. Pag ayaw nya talaga I'll vote for Miriam.,0,Filipino,English,n/a,n/a,n/a,n/a
binay pa more,0,Filipino,English,English,English,English,English
"""Ngayon inuusig ako dahil ayaw nilang mapagpatuloy ang mga programa. Palibhasa sila'y anak-mayaman."" - VP Binay 

#OnlyBinay",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Kuya: mar roxas and donald trump both went to wharton and took bs economics. Voting for mar would mean voting for trump ??,0,English,English,English,English,English,English
Sobrang ako yung nag ci-cringe kapag si Binay ang sumasagot.  #PiliPinasDebates2016,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Mar Roxas EPAL!,1,Filipino,English,English,n/a,n/a,n/a
"Roxas camp to PPCRV: Apologize for spreading ""unverified"" information. | via alexisbromero #BilangPilipino",0,English,English,English,n/a,n/a,n/a
"PAG IYANG PUTANGINANG MAR ROXAS NA IYAN AY NANALO, ABA'Y WAG NA TAYO MANATILI SA PINAS #AyawSaDILAW",1,Filipino,n/a,n/a,n/a,n/a,n/a
@PhilippineStar Its not impossible as long VP Binay is the leading the government. #OnlyBinay,0,English,English,English,English,English,n/a
Mayor Binay nakaiskor vs Ombudsman https://t.co/xcgsuCjT1b https://t.co/GF2xDzzKaI,1,English,English,n/a,n/a,n/a,n/a
When activists turned to ill-mannered citizens. Im not bias bout Du30 and Binay but can't stand how impolite those students have become. ??,0,English,English,English,English,English,English
@momblogger Binay is really strong sa masa. They see him as one of them in a way that Mar will never be. Tapos laitin pa for his skin color?,0,English,English,English,English,English,English
@Jeysifries_ Hala pinatay ko na yung tv eh. Pero kanina 11million na si duterte tas si roxas mga 9 ganun.,0,Filipino,n/a,n/a,n/a,n/a,n/a
RT @NazAcepcion: @chinkaymel hahaha Lol imo post kay binay ya,0,Filipino,n/a,n/a,n/a,n/a,n/a
@gmanewsbreaking @senmiriam @raffytima Binay do not have conscience...what he got is opportunity based on evil.,0,English,English,English,English,English,n/a
"@anlLejos @drenxristela @iam_thejoker00 @Noleeeeennn @hannahjosue @CLARKKK05 @RonExequiel nakoo. Haha ""buti pa ang pandak"" ?????? go binay! ????",0,Filipino,English,English,English,English,English
Ang pagiging Batangueño ang ginamit na alas ni Binay sa kanyang panunuyo sa mayaman sa botong lalawigan ng Batangas ngayong araw.,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"""Ang kakambal ng magnanakaw  ay sinungaling"" - Sen. Trillanes re Binay TV ad. So true. https://t.co/A43fUGLh2W?ssr=true #NoToBinay",1,Filipino,English,English,English,English,English
Santiago? Binay? Roxas? Poe? Ikaw sino ang iboboto mo para sa susunod na lider ng Pilipinas?,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"UNA standard bearer VP Binay talking to Parañaque Mayor Olivares, a member of ruling Liberal Party. @PhilippineStar https://t.co/i06jbhwal8",0,English,English,English,English,English,n/a
Cheap ! Mar roxas ???????? https://t.co/Tjx9xvRHil,1,English,n/a,n/a,n/a,n/a,n/a
Maigigiit pa rin ni Makati Mayor Jejomar Erwin “Junjun” Binay Jr. ang... https://t.co/Bmt36D4E70,0,Filipino,n/a,n/a,n/a,n/a,n/a
"RT @mnanicas: Sa sobrang hot ni Binay, nasunog na siya. #APEChottie",1,Filipino,n/a,n/a,n/a,n/a,n/a
@imcessfederico nakita mo ung trend? Only binay! Hahahahahahaha utas sa mga nababasa ko eh ??????,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Mayaman si Mar Roxas, mayat maya ang advertisement sa TV. Pasintabi nalang po sa mga kumakain.",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
@katrinapaulaaa pag tampo ka saknya pakinggan mo ung advertisement ni binay para lalo kang manggiligit ??????,1,Filipino,n/a,n/a,n/a,n/a,n/a
grabe ang pinagdaanan n JUNJUN BINAY #ThankYoufortheLove,0,Filipino,English,English,English,English,English
DUTERTE TILL THE END https://t.co/QrwaxKAaEd,0,English,n/a,n/a,n/a,n/a,n/a
"Anti-Binay ad, kay Mar ‘yan! -- Nancy

Ang kampo ni da­ting Interior Secretary Sec. Mar Roxas ang nasa likod ng... https://t.co/nq742w71n5",0,Filipino,English,English,English,English,English
"Anong isasagot mo pag binati ka ni Mar Roxas ng ""Good morning?""",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Daming nasilaw ng pera, Kaway kaway sa mga nautp ni Leni Robredo at Mar Roxas. Bukas na ang impyerno pasok nalang kayo! ??",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Good Day Team Abroad https://t.co/28f5ptGbY5,0,English,English,English,n/a,n/a,n/a
"Good morning Binay. ?? @ Makati, Philippines https://t.co/X4gHISKyrY",0,English,English,English,English,n/a,n/a
UST: Binay has no record of a degree in the University https://t.co/h9oIf44KYf… #Duterte #DuterteCayetano https://t.co/jykPC57Bh2,0,English,English,English,English,n/a,n/a
"RT @maxell_lander: Huwag kalimutan ang criminal neglect nila Noy Aquino at Mar Roxas sa Yolanda victims - ""bahala kayo sa buhay nyo!"" https…",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
@ANCALERTS Mamatay ka na lang Binay para matapos na lahat para wala na kayong palusot,1,Filipino,n/a,n/a,n/a,n/a,n/a
@zaplaruman ba't naman wag si roxas? Okay naman yun e. Kumpara mo naman kay binay and poe? Hahaha,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Maniwala akong mas madaming boto ni mar roxas kesa kay leni. ??????,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Tangina nakakaiyak... Santiago or Duterte? Gosh.,0,Filipino,n/a,n/a,n/a,n/a,n/a
"On a scale of 1 to Mar Roxas, how desperate are you? #AyawSaDILAW",1,Filipino,English,English,English,English,English
Punyeta talaga yung commercial ni Binay. Nakakainis ??????,1,Filipino,English,English,English,English,English
This is what Mar Roxas meant re Department of common sense  https://t.co/s85qVzgYd9,0,English,English,English,English,English,English
@chrstnfthtprn NGANO DAW MAS PUTI PAS BINAY KAYNI ROXAS? HAHAHAHHAHAHAHHAHAHAHHAHAHHAA DAMN SHIT,1,Filipino,n/a,n/a,n/a,n/a,n/a
Witnessing Duterte grab a commanding 5M-lead over Roxas just goes to show that one cant really cheat his way to presidency on a national lvl,1,English,English,English,English,English,English
Ang Pagbabalik Binay In Makati,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Good read. (y) #Duterte2016
 Mananalo lang kayo Mar Roxas at Jojo Binay kung mandadaya kayo.

""BAYAN muna BAGO... https://t.co/nUaYSIOHlx",0,Filipino,English,English,English,English,English
Just passed by what looks like the poorest part of Makati. Only Binay.,1,English,English,English,English,English,English
Gusto mo maging pangulo pero NILALABAG MO ANG BATAS? ANO TOH? #Halalan2016 #MarRoxas #punyeta @COMELEC https://t.co/yaSinkQNn4,1,Filipino,n/a,n/a,n/a,n/a,n/a
Amateur hour na naman POE. Grace Poe takes back offer to make Duterte her anti-crime czar. Tsk tsk tsk. #AyokoPOE #NoToDuterte,1,English,English,English,n/a,n/a,n/a
Di pa ba tapos ung limit ni binay sa commercials nya? Sobra na ata eh... Naka bilyon na yan! Kapal ng mukha!... https://t.co/gjaIiQMdai,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Bakit pipiliin ang isang dumidepensa kay Danding kung meron namang MarRoxas na handang ipagpatuloy ang pamamahagi ng coco levy fund? WAG POE,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Nakakaloka yung campaign ads ni Binay! ????????,1,Filipino,English,English,English,English,English
Pagsira sa dangal ng mga binay #ALDUBTheDecision,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"""Grabe ka naman! Eh paano kung may manligaw sa'yo na negro, halimbawa si *nagbigay ng name* bibigyan mo ng chance?"" Hulaan ko si BINAY to ????",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Mar Roxas bigtime nanaman si Teenking. Congratz HAHA @imdanielpadilla #ShowtimeBigBLast https://t.co/y9GUiVaD6p,0,Filipino,n/a,n/a,n/a,n/a,n/a
"Ang paniniwalang mananalo si Mar ay parang paniniwalang uunlad ang Pilipinas sa Daang Matuwid. In short, DI TOTOO! #SayangPoe",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Ha?? Feb 9 start? e sawa na nga ako sa tv ad ni Binay, Roxas, at Poe eh. Lol. ???? https://t.co/PU3Ls10FbL",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
He confirmed his team up with Miriam &amp; address the issue that Poe is his sister. Thats why Bongbong Marcos is trending.,0,English,English,English,English,English,English
"Binay, Escudero meet at Davao City restaurant https://t.co/MThutAVbUA | via INQUIRER",0,English,n/a,n/a,n/a,n/a,n/a
Binay's spox @ricoquicho to Lacierda:The VP will not be distracted by petty name calling from the unpresidential spokesperson @rapplerdotcom,0,English,English,English,English,n/a,n/a
@pnppro1 @PNPLUPPO PO1 Ronalyn Tamsi Manning the Police Cart during the visit of VP Binay and Company https://t.co/5UtZHhBWLN,0,English,English,English,English,English,n/a
Taena mo binay ikinakahiya ko nang negro ako ??,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
More binay commercialsssss :/,1,English,n/a,n/a,n/a,n/a,n/a
"""@interaksyon: NO VINDICTIVENESS | Binay bats for evidence-based fight vs. corruption
-http://t.co/NHTMFXfhAI http://t.co/W6G0jCZyse"" umph!",1,English,English,n/a,n/a,n/a,n/a
Laking insulto kay mar roxas na after ma dq si poe at mag self destruct si duterte ay ayaw pa rin ng masa sa kanya at mas gusto pa si binay.,0,Filipino,Filipino,Filipino,n/a,n/a,n/a
RT @maryiecurie: wtf that binay commercial #1Mister5Misis,1,English,n/a,n/a,n/a,n/a,n/a
Hi @gretchenho. Our new 2016 government to start the MINDANAO DEVELOPMENT PLAN of #PHVotePOE ASAP! @bayanmo @ABSCBNNews #KwentuhangHalalan,0,English,English,English,n/a,n/a,n/a
Guanzon on alleged 'closeness' with Roxas: 'We're not textmates' https://t.co/bRq486Lxd8 @commrguanzon @MARoxas @COMELEC @SenGracePOE,0,English,English,English,n/a,n/a,n/a
"No matter where life takes you, don’t forget where you came from
#OnlyBinayInMakatiSanKaPa
Ang Pagbabalik Binay In Makati",0,English,English,English,English,n/a,n/a
Trillanes: Binay’s plunder case involves about P15-20 billion https://t.co/mvy1p42GBM,0,English,English,n/a,n/a,n/a,n/a
"Unless nagbago ang pulso ng tao nitong mga nakalipas na araw. Pero hindi eh. Kahit sa mga kanto, usapan Duterte vs Poe. Kiber sila kay Mar",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Binay is going to win. I'm not saying I'm pro-Binay but he is gonna win.,0,English,English,English,English,English,English
#PSYHappyBirthdayAngelo love #PushAwardsKathNiels,0,English,n/a,n/a,n/a,n/a,n/a
@krisberry23 who's her bet ba? wag naman sanang binay or roxas ??,0,Filipino,English,English,English,English,English
"@prodeeboy si Binay pa rin ang Mayor ng Makati, dinaan sa daya :(",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Wag na sana ulit magnakaw ang mga Binay. Sana gandahan niyo pa. Pagbutihin niyo pa sa Makati.  Maawa kayo.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Sa dinamiraming kasalanan ng mga Binay, di niyo kailangan ipamukha na parang insulto ang pagiging maitim. #RP69fanfic 

Do better.",1,Filipino,Filipino,Filipino,Filipino,n/a,n/a
RT @sirloncelot: Isa lang ang kulang kay Mar Roxas: lahat.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Supreme Court upholds CA decision on Junjun Binay's case - CNN https://t.co/myPHym9tJ6,0,English,English,English,English,n/a,n/a
BINAY is not standing there for debate and make points. I think he is standing there to JUST campaign. #PiliPinasDebates2016,0,English,English,English,English,English,English
Sobrang shady ni Binay dun sa 1v1 nila ni Mar.,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
leadership is an action not position so we need  a president  who can implement what she  promise very well #PHVotePOE,0,English,English,English,English,English,English
"Bobotohin ko na nga si Binay para may taga laba, plantsa at may mamalengke para sa akin.",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Putang Grace Poe na ito. Maipasok lang ang sarili. Hoy gaga! Labanan mo muna si Lizardo at mag-aral kang... https://t.co/5oYWRVERge,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Di ko alam kung Duterte nga ba o Binay. Shhh.........,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Ayaw pa talagang mag concede ni Binay ah! Parang may pinaglalaban hahahaha #Halalan2016,0,Filipino,English,English,English,English,English
"Wala kaming pake binay kung pandak ka, ipagmalaki mo ung mga nagawa mo sa bansa hindi yung sa makati lang! ??????",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Puro katangahan tong pinagsasasabi ni Binay,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
@ReinPH @iamDuterte itong si Miriam kasi parang laila dilim + Duterte na kaya mas gusto ko manalo si miriam tsaka ang tagal niya na,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
#NakuPoe why did you react only now to Duterte's misogyny? You didn't find his lecherous behavior at his proclamation rally distasteful?,1,English,English,English,English,English,English
"hay nako, mar roxas. bawal mag-text?",1,Filipino,n/a,n/a,n/a,n/a,n/a
PARANG TANGA LANG YUNG AD NI BINAY. WALA KAMING PAKI KUNG NOGNOG KA LECHE ????,1,Filipino,n/a,n/a,n/a,n/a,n/a
@maracepeda @rapplerdotcom i don't buy this kind of political gimmick. Only stupid and paid people will vote for Binay.,1,English,English,English,English,English,English
MAGKAKAREBOLUSYON TALAGA RITO SA PILIPINAS PAG NANALO YANG SI MAR ROXAS #AyawSaDILAW,1,Filipino,n/a,n/a,n/a,n/a,n/a
Walang budget sa additional 2k SSS pension kasi ginagamit ni mar roxas pangbayad sa mga campaign ads niya ??,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
yan ang EXO,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
@celjaylotils that's bcos magno is seriously supporting Mar roxas. hahahahahahhaha kultong dilaw tradition daw HAHAHAHAHA jk,1,English,English,English,English,English,n/a
Fruitas gave me a Mar Roxas cup. Naglasang apple yung mango shake ko. https://t.co/8Z6fnmp8wo,1,English,English,English,English,English,English
"Daming POLLS pero ayaw isama si Binay, di ba talaga pwedeng isama sa apat na choices? #VoteMaineFPP #KCA",0,Filipino,n/a,n/a,n/a,n/a,n/a
Kahit manalo pa si Duterte ... Kay Mar Roxas parin ako ...,0,Filipino,n/a,n/a,n/a,n/a,n/a
POEjuangco https://t.co/LJpPIiQdyb,0,English,n/a,n/a,n/a,n/a,n/a
"Timeline: Mar Roxas’ Call for Unity, Grace Poe’s Rejection https://t.co/BDQqHrWolV https://t.co/0GR0ivDNmi",0,English,n/a,n/a,n/a,n/a,n/a
Patama Poe. Binay hits Poe: 'I never abandoned my country.' Read: https://t.co/e5ay5djIfV @rapplerdotcom #PHvote https://t.co/YH2aGQnBUI,0,English,English,English,n/a,n/a,n/a
The Binay commercial featuring oppressed/marginalized Filipinos being called nognog is plain stupid and outright rude. Nakakainis.,1,English,English,English,English,English,n/a
"""No drama"" Mar:

1. I will win
2. This is between me and Duterte
3. I don't need INC

Then: Grace, let's talk.

Now: Grace ridiculed me!!!",1,English,English,English,English,English,English
Nakikinig ba kayo sa Teleradyo? Walang kwenta sumagot si Grace Poe jusko.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Liars will always be liars. #PNoy #NoToMarRoxas  https://t.co/ySMehfaOdB,1,English,English,n/a,n/a,n/a,n/a
Ugh. @tahjeh @JayJingco reads a shitload of news. I've had more than enough of Binay to burn my eyeballs today.,1,English,English,English,English,English,English
Mar Roxas yun totoo? Bobo ka?,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Sama-sama, halina't magkaisa
Sa tuwid na daan hindi ka mag-iisa.                                        #RoxasRobredo na!",0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Puta grabe yung jabar ni binay hahaha,1,Filipino,n/a,n/a,n/a,n/a,n/a
Mercado: Huwag kayo matakot na kapag nawala ang mga Binay ay mawawala ang mga serbisyo niyo. | @mbrizuelaINQ #VotePH2016,0,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Duterte's, Poe's, and Binay's answers were as vague and shady as Binay's complexion and SALN. UGH. #PiliPinasDebates2016",1,English,English,English,English,English,English
Nkkbwiset tong binay na to,1,Filipino,English,English,English,English,English
#LunetaDuterteCayetano Good Job Mar Roxas and Pnoy! Yan ang Tuwid Na Daan!ngayon sino ang tunay na DIKTADOR? https://t.co/Sm8fbZtMI6,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Just accept the fact that both Poe and Roxas will lose their credibility if they decided to unite against Duterte. #AyawSaDILAW,1,English,English,English,English,English,English
I call for unity. I call for decency. I call for democracy! -Mar Roxas #iSaluteMarRoxas,0,English,English,English,English,English,English
"Scariest story I've ever heard right now:

""Binay wins.""",1,English,English,English,English,English,English
"""Di ko function yan."" ~Binay https://t.co/XbYFzqlS3M",0,Filipino,n/a,n/a,n/a,n/a,n/a
"Mar Roxas, dalhin muna dito si DJ sa ROXAS CITY!!! LOVEYOU",0,Filipino,n/a,n/a,n/a,n/a,n/a
"""Unlike his rich rivals, Binay hails from the poor"" kuno? Boom. Drama pa more. MMFF na! https://t.co/RZhdJGLgEx",1,English,English,English,English,English,n/a
‘Pasay boy’ Binay gets sentimental on b-day - Read: https://t.co/qp9U8cHc5H #BeFullyInformed https://t.co/8gzKoMiB3M,0,English,English,English,n/a,n/a,n/a
Roxas and binay over miriam? Ugh ????????,1,English,n/a,n/a,n/a,n/a,n/a
ayan nanaman yung kay binay. Bakit kay binay? Kasi kurakot sya. Nasagot ko na ba? Shatap! Haha. Mute pag yun ang patalastas eh.,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
Pinaka korning commercial yung kay Mar Roxas.??,1,Filipino,English,English,English,English,English
What is the name of Binay's fandom? #BINAYaran. :)) Basta ako #JaDine lang.,1,English,English,English,English,English,English
RT @Random_TweetsPH: Mar Roxas first choice was Alden. But he couldn't get him. So naghanap ng SECOND CHOICE at CHEAPER. Daniel Padilla?????? …,1,English,English,English,English,English,English
sorry but #Duterte and #Poe did not answer the 1st question properly. #PiliPinasDebates2016 #PresidentialDebate2016,0,English,English,English,English,English,English
i'm really not expecting any good from Mar Roxas.. haha,1,English,English,English,English,English,n/a
Puta d na kami mag che check in sa novotel kay mar roxas pala yon pucha,1,Filipino,n/a,n/a,n/a,n/a,n/a
Rody P*tang Ina Duterte,1,Filipino,n/a,n/a,n/a,n/a,n/a
"@roseannponce_ araw-araw scandal, kingina brader sino ng susunod si Binay? PUTA HAHAHAHHAHA",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"RT @keileesi: may nag-compare sa R4E kay binay in terms of triumphs at dahil ""maraming nagawa"" but not necessarily ""good"" daw

k a t o l
p …",0,Filipino,English,English,English,English,English
Please vote Mar Roxas for traffic enforcer ??????,0,English,English,English,English,n/a,n/a
"I think it's between Duterte and Miriam, but Roxas? Really?",0,English,English,English,English,English,English
"Mar Roxas, patuloy mong pinapatunayan na bobo ka. Nalaglag na rin talaga ang utak mo, gago. #LaglagBala #MarBobo https://t.co/UecDz2Zpx2",1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"Dating DILG Secretary Ronaldo Puno, itinuturong nasa likod ng pagbangon muli ni Vice President at Una Presidential Bet Jejomar Binay …",0,Filipino,English,English,English,English,English
BINAY na ako! psh!,1,Filipino,Filipino,Filipino,Filipino,Filipino,Filipino
"What do you mean? When Mar Roxas said Yes, but Grace Poe said no! ???? #AyawSaDilaw Roxas to Poe",1,English,English,English,English,English,English
